course,question,optionA,optionB,optionC,optionD,correctAnswer,,,,
CSC102,What is the octal equivalent of the hexadecimal number 1A?,32,33,34,35,A,,,,
CSC102,Which of the following is a valid VBA statement for displaying a message box?,MsgBox,TextBox,InputBox,ValueBox,A,,,,
CSC102,What is the decimal equivalent of the binary number 10000?,16,15,14,13,A,,,,
CSC102,Which of the following is NOT a type of flowchart symbol?,Oval,Rectangle,Triangle,Parallelogram,C,,,,
CSC102,What is the hexadecimal equivalent of the octal number 77?,3F,40,41,42,A,,,,
CSC102,Which of the following is a characteristic of a microcomputer?,High processing speed,Multi-user facility,Small size,Large storage capacity,C,,,,
CSC102,What is the binary equivalent of the decimal number 128?,10000000,10000001,10000010,10000011,A,,,,
CSC102,Which of the following is an example of a storage device?,Monitor,Hard disk,Keyboard,Mouse,B,,,,
CSC102,What is the decimal equivalent of the hexadecimal number 1C?,28,29,30,31,A,,,,
CSC102,Which of the following is a valid VBA loop structure?,While...Wend,For...Next,Do...Loop,All of the above,D,,,,
CSC102,What is the octal equivalent of the binary number 1000000?,100,101,102,103,A,,,,
CSC102,Which of the following is NOT a type of computer based on capacity?,Microcomputer,Minicomputer,Mainframe,Hybrid,D,,,,
CSC102,What is the binary equivalent of the hexadecimal number 4B?,01001011,01001100,01001101,01001110,A,,,,
CSC102,Which of the following is a feature of Visual Basic?,Object-oriented,Low-level,Machine-dependent,Non-event-driven,A,,,,
CSC102,What is the decimal equivalent of the octal number 200?,128,129,130,131,A,,,,
CSC102,Which of the following is an example of a low-level language?,Python,C++,Assembly,Java,C,,,,
CSC102,What is the hexadecimal equivalent of the binary number 11100000?,E0,E1,E2,E3,A,,,,
CSC102,Which of the following is a function of a spreadsheet?,Data analysis,Word processing,Image editing,Hardware management,A,,,,
CSC102,What is the binary equivalent of the decimal number 255?,11111111,11111110,11111101,11111100,A,,,,
CSC102,Which of the following is NOT a feature of a computer?,Speed,Accuracy,Storage,Complexity,D,,,,
CSC102,What is the octal equivalent of the hexadecimal number 5A?,132,133,134,135,A,,,,
CSC102,Which of the following is a valid VBA data type?,Integer,String,Double,All of the above,D,,,,
CSC102,What is the decimal equivalent of the binary number 110011?,51,50,49,48,A,,,,
CSC102,Which of the following is an example of a hybrid computer?,Personal computer,Process control computer,Mainframe,Server,B,,,,
CSC102,What is the hexadecimal equivalent of the octal number 45?,25,26,27,28,A,,,,
CSC102,Which of the following is NOT a function of an operating system?,Memory management,Process management,Word processing,File management,C,,,,
CSC102,What is the binary equivalent of the decimal number 64?,1000000,1000001,1000010,1000011,A,,,,
CSC102,Which of the following is a characteristic of a mainframe computer?,Small size,Single-user system,High processing speed,Low storage capacity,C,,,,
CSC102,What is the decimal equivalent of the hexadecimal number 7F?,127,126,125,124,A,,,,
CSC102,Which of the following is a valid VBA control structure?,If...Then,For...Next,Do...Loop,All of the above,D,,,,
CSC102,What is the octal equivalent of the binary number 101010?,52,53,54,55,A,,,,
CSC102,Which of the following is NOT a type of computer based on signal type?,Analog,Digital,Hybrid,Supercomputer,D,,,,
CSC102,What is the binary equivalent of the hexadecimal number 2D?,00101101,00101100,00101011,00101010,A,,,,
CSC102,Which of the following is a feature of a database management system?,Stores data in tables,Compiles code,Manages hardware,Designs algorithms,A,,,,
CSC102,What is the decimal equivalent of the octal number 77?,63,62,61,60,A,,,,
CSC102,Which of the following is an example of a high-level language?,C++,Assembly,Machine language,Binary code,A,,,,
CSC102,What is the hexadecimal equivalent of the binary number 1011?,B,A,C,D,A,,,,
CSC102,Which of the following is NOT a component of Microsoft Office?,Excel,Word,PowerPoint,Windows,B,,,,
CSC102,What is the binary equivalent of the decimal number 50?,110010,110011,110100,110101,A,,,,
CSC102,Which of the following is a feature of a spreadsheet?,Database management,Word processing,Grid of rows and columns,Photo editing,C,,,,
CSC102,What is the octal equivalent of the hexadecimal number 1A?,32,33,34,35,A,,,,
CSC102,Which of the following is a valid VBA statement for displaying a message box?,MsgBox,TextBox,InputBox,ValueBox,A,,,,
CSC102,What is the decimal equivalent of the binary number 10000?,16,15,14,13,A,,,,
CSC102,Which of the following is NOT a type of flowchart symbol?,Oval,Rectangle,Triangle,Parallelogram,C,,,,
CSC102,What is the hexadecimal equivalent of the octal number 77?,3F,40,41,42,A,,,,
CSC102,Which of the following is a characteristic of a microcomputer?,High processing speed,Multi-user facility,Small size,Large storage capacity,C,,,,
CSC102,What is the binary equivalent of the decimal number 128?,10000000,10000001,10000010,10000011,A,,,,
CSC102,Which of the following is an example of a storage device?,Monitor,Hard disk,Keyboard,Mouse,B,,,,
CSC102,What is the decimal equivalent of the hexadecimal number 1C?,28,29,30,31,A,,,,
CSC102,Which of the following is a valid VBA loop structure?,While...Wend,For...Next,Do...Loop,All of the above,D,,,,
CSC102,What is the octal equivalent of the binary number 1000000?,100,101,102,103,A,,,,
CSC102,Which of the following is NOT a type of computer based on capacity?,Microcomputer,Minicomputer,Mainframe,Hybrid,D,,,,
CSC102,What is the binary equivalent of the hexadecimal number 4B?,01001011,01001100,01001101,01001110,A,,,,
CSC102,Which of the following is a feature of Visual Basic?,Object-oriented,Low-level,Machine-dependent,Non-event-driven,A,,,,
CSC102,What is the decimal equivalent of the octal number 200?,128,129,130,131,A,,,,
CSC102,Which of the following is an example of a low-level language?,Python,C++,Assembly,Java,C,,,,
CSC102,What is the hexadecimal equivalent of the binary number 11100000?,E0,E1,E2,E3,A,,,,
CSC102,Which of the following is a function of a spreadsheet?,Data analysis,Word processing,Image editing,Hardware management,A,,,,
CSC102,What is the binary equivalent of the decimal number 255?,11111111,11111110,11111101,11111100,A,,,,
CSC102,Which of the following is NOT a feature of a computer?,Speed,Accuracy,Storage,Complexity,D,,,,
CSC102,What is the octal equivalent of the hexadecimal number 5A?,132,133,134,135,A,,,,
CSC102,Which of the following is a valid VBA data type?,Integer,String,Double,All of the above,D,,,,
CSC102,What is the decimal equivalent of the binary number 110011?,51,50,49,48,A,,,,
CSC102,Which of the following is an example of a hybrid computer?,Personal computer,Process control computer,Mainframe,Server,B,,,,
CSC102,What is the hexadecimal equivalent of the octal number 45?,25,26,27,28,A,,,,
CSC102,Which of the following is NOT a function of an operating system?,Memory management,Process management,Word processing,File management,C,,,,
CSC102,What is the binary equivalent of the decimal number 64?,1000000,1000001,1000010,1000011,A,,,,
CSC102,Which of the following is a characteristic of a mainframe computer?,Small size,Single-user system,High processing speed,Low storage capacity,C,,,,
CSC102,What is the decimal equivalent of the hexadecimal number 7F?,127,126,125,124,A,,,,
CSC102,Which of the following is a valid VBA control structure?,If...Then,For...Next,Do...Loop,All of the above,D,,,,
CSC102,What is the octal equivalent of the binary number 101010?,52,53,54,55,A,,,,
CSC102,Which of the following is NOT a type of computer based on signal type?,Analog,Digital,Hybrid,Supercomputer,D,,,,
CSC102,What is the binary equivalent of the hexadecimal number 2D?,00101101,00101100,00101011,00101010,A,,,,
CSC102,Which of the following is a feature of a database management system?,Stores data in tables,Compiles code,Manages hardware,Designs algorithms,A,,,,
CSC102,What is the decimal equivalent of the octal number 77?,63,62,61,60,A,,,,
CSC102,Which of the following is an example of a high-level language?,C++,Assembly,Machine language,Binary code,A,,,,
CSC102,What is the hexadecimal equivalent of the binary number 1011?,B,A,C,D,A,,,,
CSC102,Which of the following is NOT a component of Microsoft Office?,Excel,Word,PowerPoint,Windows,B,,,,
CSC102,What is the binary equivalent of the decimal number 50?,110010,110011,110100,110101,A,,,,
CSC102,Which of the following is a feature of a spreadsheet?,Database management,Word processing,Grid of rows and columns,Photo editing,C,,,,
CSC102,What is the octal equivalent of the hexadecimal number 1A?,32,33,34,35,A,,,,
CSC102,Which of the following is a valid VBA statement for displaying a message box?,MsgBox,TextBox,InputBox,ValueBox,A,,,,
CSC102,What is the decimal equivalent of the binary number 10000?,16,15,14,13,A,,,,
CSC102,Which of the following is NOT a type of flowchart symbol?,Oval,Rectangle,Triangle,Parallelogram,C,,,,
CSC102,What is the hexadecimal equivalent of the octal number 77?,3F,40,41,42,A,,,,
CSC102,Which of the following is a characteristic of a microcomputer?,High processing speed,Multi-user facility,Small size,Large storage capacity,C,,,,
CSC102,What is the binary equivalent of the decimal number 128?,10000000,10000001,10000010,10000011,A,,,,
CSC102,Which of the following is an example of a storage device?,Monitor,Hard disk,Keyboard,Mouse,B,,,,
CSC102,What is the decimal equivalent of the hexadecimal number 1C?,28,29,30,31,A,,,,
CSC102,Which of the following is a valid VBA loop structure?,While...Wend,For...Next,Do...Loop,All of the above,D,,,,
CSC102,What is the octal equivalent of the binary number 1000000?,100,101,102,103,A,,,,
CSC102,Which of the following is NOT a type of computer based on capacity?,Microcomputer,Minicomputer,Mainframe,Hybrid,D,,,,
CSC102,What is the binary equivalent of the hexadecimal number 4B?,01001011,01001100,01001101,01001110,A,,,,
CSC102,Which of the following is a feature of Visual Basic?,Object-oriented,Low-level,Machine-dependent,Non-event-driven,A,,,,
CSC102,What is the decimal equivalent of the octal number 200?,128,129,130,131,A,,,,
CSC102,Which of the following is an example of a low-level language?,Python,C++,Assembly,Java,C,,,,
CSC102,What is the hexadecimal equivalent of the binary number 11100000?,E0,E1,E2,E3,A,,,,
CSC102,Which of the following is a function of a spreadsheet?,Data analysis,Word processing,Image editing,Hardware management,A,,,,
CSC102,What is the binary equivalent of the decimal number 255?,11111111,11111110,11111101,11111100,A,,,,
CSC102,Which of the following is NOT a feature of a computer?,Speed,Accuracy,Storage,Complexity,D,,,,
CSC102,What is the octal equivalent of the hexadecimal number 5A?,132,133,134,135,A,,,,
CSC102,Which of the following is a valid VBA data type?,Integer,String,Double,All of the above,D,,,,
CSC102,What is the decimal equivalent of the binary number 110011?,51,50,49,48,A,,,,
CSC102,Which of the following is an example of a hybrid computer?,Personal computer,Process control computer,Mainframe,Server,B,,,,
CSC102,What is the hexadecimal equivalent of the octal number 45?,25,26,27,28,A,,,,
CSC102,Which of the following is NOT a function of an operating system?,Memory management,Process management,Word processing,File management,C,,,,
CSC102,What is the binary equivalent of the decimal number 64?,1000000,1000001,1000010,1000011,A,,,,
CSC102,Which of the following is a characteristic of a mainframe computer?,Small size,Single-user system,High processing speed,Low storage capacity,C,,,,
CSC102,What is the decimal equivalent of the hexadecimal number 7F?,127,126,125,124,A,,,,
CSC102,Which of the following is a valid VBA control structure?,If...Then,For...Next,Do...Loop,All of the above,D,,,,
CSC102,What is the octal equivalent of the binary number 101010?,52,53,54,55,A,,,,
CSC102,Which of the following is NOT a type of computer based on signal type?,Analog,Digital,Hybrid,Supercomputer,D,,,,
CSC102,What is the binary equivalent of the hexadecimal number 2D?,00101101,00101100,00101011,00101010,A,,,,
CSC102,Which of the following is a feature of a database management system?,Stores data in tables,Compiles code,Manages hardware,Designs algorithms,A,,,,
CSC102,What is the decimal equivalent of the octal number 77?,63,62,61,60,A,,,,
CSC102,Which of the following is an example of a high-level language?,C++,Assembly,Machine language,Binary code,A,,,,
CSC102,What is the hexadecimal equivalent of the binary number 1011?,B,A,C,D,A,,,,
CSC102,Which of the following is NOT a component of Microsoft Office?,Excel,Word,PowerPoint,Windows,B,,,,
CSC102,What is the binary equivalent of the decimal number 50?,110010,110011,110100,110101,A,,,,
CSC102,Which of the following is a feature of a spreadsheet?,Database management,Word processing,Grid of rows and columns,Photo editing,C,,,,
CSC102,What is the octal equivalent of the hexadecimal number 1A?,32,33,34,35,A,,,,
CSC102,Which of the following is a valid VBA statement for displaying a message box?,MsgBox,TextBox,InputBox,ValueBox,A,,,,
CSC102,What is the decimal equivalent of the binary number 10000?,16,15,14,13,A,,,,
CSC102,Which of the following is NOT a type of flowchart symbol?,Oval,Rectangle,Triangle,Parallelogram,C,,,,
CSC102,What is the hexadecimal equivalent of the octal number 77?,3F,40,41,42,A,,,,
CSC102,Which of the following is a characteristic of a microcomputer?,High processing speed,Multi-user facility,Small size,Large storage capacity,C,,,,
CSC102,What is the binary equivalent of the decimal number 128?,10000000,10000001,10000010,10000011,A,,,,
CSC102,Which of the following is an example of a storage device?,Monitor,Hard disk,Keyboard,Mouse,B,,,,
CSC102,What is the decimal equivalent of the hexadecimal number 1C?,28,29,30,31,A,,,,
CSC102,Which of the following is a valid VBA loop structure?,While...Wend,For...Next,Do...Loop,All of the above,D,,,,
CSC102,What is the octal equivalent of the binary number 1000000?,100,101,102,103,A,,,,
CSC102,Which of the following is NOT a type of computer based on capacity?,Microcomputer,Minicomputer,Mainframe,Hybrid,D,,,,
CSC102,What is the binary equivalent of the hexadecimal number 4B?,01001011,01001100,01001101,01001110,A,,,,
CSC102,Which of the following is a feature of Visual Basic?,Object-oriented,Low-level,Machine-dependent,Non-event-driven,A,,,,
CSC102,What is the decimal equivalent of the octal number 200?,128,129,130,131,A,,,,
CSC102,Which of the following is an example of a low-level language?,Python,C++,Assembly,Java,C,,,,
CSC102,What is the hexadecimal equivalent of the binary number 11100000?,E0,E1,E2,E3,A,,,,
CSC102,Which of the following is a function of a spreadsheet?,Data analysis,Word processing,Image editing,Hardware management,A,,,,
CSC102,What is the binary equivalent of the decimal number 255?,11111111,11111110,11111101,11111100,A,,,,
CSC102,Which of the following is NOT a feature of a computer?,Speed,Accuracy,Storage,Complexity,D,,,,
CSC102,What is the octal equivalent of the hexadecimal number 5A?,132,133,134,135,A,,,,
CSC102,Which of the following is a valid VBA data type?,Integer,String,Double,All of the above,D,,,,
CSC102,What is the decimal equivalent of the binary number 110011?,51,50,49,48,A,,,,
CSC102,Which of the following is an example of a hybrid computer?,Personal computer,Process control computer,Mainframe,Server,B,,,,
CSC102,What is the hexadecimal equivalent of the octal number 45?,25,26,27,28,A,,,,
CSC102,Which of the following is NOT a function of an operating system?,Memory management,Process management,Word processing,File management,C,,,,
CSC102,What is the binary equivalent of the decimal number 64?,1000000,1000001,1000010,1000011,A,,,,
CSC102,Which of the following is a characteristic of a mainframe computer?,Small size,Single-user system,High processing speed,Low storage capacity,C,,,,
CSC102,What is the decimal equivalent of the hexadecimal number 7F?,127,126,125,124,A,,,,
CSC102,Which of the following is a valid VBA control structure?,If...Then,For...Next,Do...Loop,All of the above,D,,,,
CSC102,What is the octal equivalent of the binary number 101010?,52,53,54,55,A,,,,
CSC102,Which of the following is NOT a type of computer based on signal type?,Analog,Digital,Hybrid,Supercomputer,D,,,,
CSC102,What is the binary equivalent of the hexadecimal number 2D?,00101101,00101100,00101011,00101010,A,,,,
CSC102,Which of the following is a feature of a database management system?,Stores data in tables,Compiles code,Manages hardware,Designs algorithms,A,,,,
CSC102,What is the decimal equivalent of the octal number 77?,63,62,61,60,A,,,,
CSC102,Which of the following is an example of a high-level language?,C++,Assembly,Machine language,Binary code,A,,,,
CSC102,What is the hexadecimal equivalent of the binary number 1011?,B,A,C,D,A,,,,
CSC102,Which of the following is NOT a component of Microsoft Office?,Excel,Word,PowerPoint,Windows,B,,,,
CSC102,What is the binary equivalent of the decimal number 50?,110010,110011,110100,110101,A,,,,
CSC102,Which of the following is a feature of a spreadsheet?,Database management,Word processing,Grid of rows and columns,Photo editing,C,,,,
CSC102,What is the octal equivalent of the hexadecimal number 1A?,32,33,34,35,A,,,,
CSC102,Which of the following is a valid VBA statement for displaying a message box?,MsgBox,TextBox,InputBox,ValueBox,A,,,,
CSC102,What is the decimal equivalent of the binary number 10000?,16,15,14,13,A,,,,
CSC102,Which of the following is NOT a type of flowchart symbol?,Oval,Rectangle,Triangle,Parallelogram,C,,,,
CSC102,What is the hexadecimal equivalent of the octal number 77?,3F,40,41,42,A,,,,
CSC102,Which of the following is a characteristic of a microcomputer?,High processing speed,Multi-user facility,Small size,Large storage capacity,C,,,,
CSC102,What is the binary equivalent of the decimal number 128?,10000000,10000001,10000010,10000011,A,,,,
CSC102,Which of the following is an example of a storage device?,Monitor,Hard disk,Keyboard,Mouse,B,,,,
CSC102,What is the decimal equivalent of the hexadecimal number 1C?,28,29,30,31,A,,,,
CSC102,Which of the following is a valid VBA loop structure?,While...Wend,For...Next,Do...Loop,All of the above,D,,,,
CSC102,What is the octal equivalent of the binary number 1000000?,100,101,102,103,A,,,,
CSC102,Which of the following is NOT a type of computer based on capacity?,Microcomputer,Minicomputer,Mainframe,Hybrid,D,,,,
CSC102,What is the binary equivalent of the hexadecimal number 4B?,01001011,01001100,01001101,01001110,A,,,,
CSC102,Which of the following is a feature of Visual Basic?,Object-oriented,Low-level,Machine-dependent,Non-event-driven,A,,,,
CSC102,What is the decimal equivalent of the octal number 200?,128,129,130,131,A,,,,
CSC102,Which of the following is an example of a low-level language?,Python,C++,Assembly,Java,C,,,,
CSC102,What is the hexadecimal equivalent of the binary number 11100000?,E0,E1,E2,E3,A,,,,
CSC102,Which of the following is a function of a spreadsheet?,Data analysis,Word processing,Image editing,Hardware management,A,,,,
CSC102,What is the binary equivalent of the decimal number 255?,11111111,11111110,11111101,11111100,A,,,,
CSC102,Which of the following is NOT a feature of a computer?,Speed,Accuracy,Storage,Complexity,D,,,,
CSC102,What is the octal equivalent of the hexadecimal number 5A?,132,133,134,135,A,,,,
CSC102,Which of the following is a valid VBA data type?,Integer,String,Double,All of the above,D,,,,
CSC102,What is the decimal equivalent of the binary number 110011?,51,50,49,48,A,,,,
CSC102,Which of the following is an example of a hybrid computer?,Personal computer,Process control computer,Mainframe,Server,B,,,,
CSC102,What is the hexadecimal equivalent of the octal number 45?,25,26,27,28,A,,,,
CSC102,Which of the following is NOT a function of an operating system?,Memory management,Process management,Word processing,File management,C,,,,
CSC102,What is the binary equivalent of the decimal number 64?,1000000,1000001,1000010,1000011,A,,,,
CSC102,Which of the following is a characteristic of a mainframe computer?,Small size,Single-user system,High processing speed,Low storage capacity,C,,,,
CSC102,What is the decimal equivalent of the hexadecimal number 7F?,127,126,125,124,A,,,,
CSC102,Which of the following is a valid VBA control structure?,If...Then,For...Next,Do...Loop,All of the above,D,,,,
CSC102,What is the octal equivalent of the binary number 101010?,52,53,54,55,A,,,,
CSC102,Which of the following is NOT a type of computer based on signal type?,Analog,Digital,Hybrid,Supercomputer,D,,,,
CSC102,What is the binary equivalent of the hexadecimal number 2D?,00101101,00101100,00101011,00101010,A,,,,
CSC102,Which of the following is a feature of a database management system?,Stores data in tables,Compiles code,Manages hardware,Designs algorithms,A,,,,
CSC102,What is the decimal equivalent of the octal number 77?,63,62,61,60,A,,,,
CSC102,Which of the following is an example of a high-level language?,C++,Assembly,Machine language,Binary code,A,,,,
CSC102,What is the hexadecimal equivalent of the binary number 1011?,B,A,C,D,A,,,,
CSC102,Which of the following is NOT a component of Microsoft Office?,Excel,Word,PowerPoint,Windows,B,,,,
CSC102,What is the binary equivalent of the decimal number 50?,110010,110011,110100,110101,A,,,,
CSC102,Which of the following is a feature of a spreadsheet?,Database management,Word processing,Grid of rows and columns,Photo editing,C,,,,
CSC102,What is the octal equivalent of the hexadecimal number 1A?,32,33,34,35,A,,,,
CSC102,Which of the following is a valid VBA statement for displaying a message box?,MsgBox,TextBox,InputBox,ValueBox,A,,,,
CSC102,What is the decimal equivalent of the binary number 10000?,16,15,14,13,A,,,,
CSC102,Which of the following is NOT a type of flowchart symbol?,Oval,Rectangle,Triangle,Parallelogram,C,,,,
CSC102,What is the hexadecimal equivalent of the octal number 77?,3F,40,41,42,A,,,,
CSC102,Which of the following is a characteristic of a microcomputer?,High processing speed,Multi-user facility,Small size,Large storage capacity,C,,,,
CSC102,What is the binary equivalent of the decimal number 128?,10000000,10000001,10000010,10000011,A,,,,
CSC102,Which of the following is an example of a storage device?,Monitor,Hard disk,Keyboard,Mouse,B,,,,
CSC102,What is the decimal equivalent of the hexadecimal number 1C?,28,29,30,31,A,,,,
CSC102,Which of the following is a valid VBA loop structure?,While...Wend,For...Next,Do...Loop,All of the above,D,,,,
CSC102,What is the octal equivalent of the binary number 1000000?,100,101,102,103,A,,,,
CSC102,Which of the following is NOT a type of computer based on capacity?,Microcomputer,Minicomputer,Mainframe,Hybrid,D,,,,
CSC102,What is the binary equivalent of the hexadecimal number 4B?,01001011,01001100,01001101,01001110,A,,,,
CSC102,Which of the following is a feature of Visual Basic?,Object-oriented,Low-level,Machine-dependent,Non-event-driven,A,,,,
CSC102,What is the decimal equivalent of the octal number 200?,128,129,130,131,A,,,,
CSC102,Which of the following is an example of a low-level language?,Python,C++,Assembly,Java,C,,,,
CSC102,What is the hexadecimal equivalent of the binary number 11100000?,E0,E1,E2,E3,A,,,,
CSC102,Which of the following is a function of a spreadsheet?,Data analysis,Word processing,Image editing,Hardware management,A,,,,
CSC102,What is the binary equivalent of the decimal number 255?,11111111,11111110,11111101,11111100,A,,,,
CSC102,Which of the following is NOT a feature of a computer?,Speed,Accuracy,Storage,Complexity,D,,,,
CSC102,What is the octal equivalent of the hexadecimal number 5A?,132,133,134,135,A,,,,
CSC102,Which of the following is a valid VBA data type?,Integer,String,Double,All of the above,D,,,,
CSC102,What is the decimal equivalent of the binary number 110011?,51,50,49,48,A,,,,
CSC102,Which of the following is an example of a hybrid computer?,Personal computer,Process control computer,Mainframe,Server,B,,,,
CSC102,What is the hexadecimal equivalent of the octal number 45?,25,26,27,28,A,,,,
CSC102,Which of the following is NOT a function of an operating system?,Memory management,Process management,Word processing,File management,C,,,,
CSC102,What is the binary equivalent of the decimal number 64?,1000000,1000001,1000010,1000011,A,,,,
CSC102,Which of the following is a characteristic of a mainframe computer?,Small size,Single-user system,High processing speed,Low storage capacity,C,,,,
CSC102,What is the decimal equivalent of the hexadecimal number 7F?,127,126,125,124,A,,,,
CSC102,Which of the following is a valid VBA control structure?,If...Then,For...Next,Do...Loop,All of the above,D,,,,
CSC102,What is the octal equivalent of the binary number 101010?,52,53,54,55,A,,,,
CSC102,Which of the following is NOT a type of computer based on signal type?,Analog,Digital,Hybrid,Supercomputer,D,,,,
CSC102,What is the binary equivalent of the hexadecimal number 2D?,00101101,00101100,00101011,00101010,A,,,,
CSC102,Which of the following is a feature of a database management system?,Stores data in tables,Compiles code,Manages hardware,Designs algorithms,A,,,,
CSC102,What is the decimal equivalent of the octal number 77?,63,62,61,60,A,,,,
CSC102,Which of the following is an example of a high-level language?,C++,Assembly,Machine language,Binary code,A,,,,
CSC102,What is the hexadecimal equivalent of the binary number 1011?,B,A,C,D,A,,,,
CSC102,Which of the following is NOT a component of Microsoft Office?,Excel,Word,PowerPoint,Windows,B,,,,
CSC102,What is the binary equivalent of the decimal number 50?,110010,110011,110100,110101,A,,,,
CSC102,Which of the following is a feature of a spreadsheet?,Database management,Word processing,Grid of rows and columns,Photo editing,C,,,,
CSC102,What is the octal equivalent of the hexadecimal number 1A?,32,33,34,35,A,,,,
CSC102,Which of the following is a valid VBA statement for displaying a message box?,MsgBox,TextBox,InputBox,ValueBox,A,,,,
CSC102,What is the decimal equivalent of the binary number 10000?,16,15,14,13,A,,,,
CSC102,Which of the following is NOT a type of flowchart symbol?,Oval,Rectangle,Triangle,Parallelogram,C,,,,
CSC102,What is the hexadecimal equivalent of the octal number 77?,3F,40,41,42,A,,,,
CSC102,Which of the following is a characteristic of a microcomputer?,High processing speed,Multi-user facility,Small size,Large storage capacity,C,,,,
CSC102,What is the binary equivalent of the decimal number 128?,10000000,10000001,10000010,10000011,A,,,,
CSC102,Which of the following is an example of a storage device?,Monitor,Hard disk,Keyboard,Mouse,B,,,,
CSC102,What is the decimal equivalent of the hexadecimal number 1C?,28,29,30,31,A,,,,
CSC102,Which of the following is a valid VBA loop structure?,While...Wend,For...Next,Do...Loop,All of the above,D,,,,
CSC102,What is the octal equivalent of the binary number 1000000?,100,101,102,103,A,,,,
CSC102,Which of the following is NOT a type of computer based on capacity?,Microcomputer,Minicomputer,Mainframe,Hybrid,D,,,,
CSC102,What is the binary equivalent of the hexadecimal number 4B?,01001011,01001100,01001101,01001110,A,,,,
CSC102,Which of the following is a feature of Visual Basic?,Object-oriented,Low-level,Machine-dependent,Non-event-driven,A,,,,
CSC102,What is the decimal equivalent of the octal number 200?,128,129,130,131,A,,,,
CSC102,Which of the following is an example of a low-level language?,Python,C++,Assembly,Java,C,,,,
CSC102,What is the hexadecimal equivalent of the binary number 11100000?,E0,E1,E2,E3,A,,,,
CSC102,Which of the following is a function of a spreadsheet?,Data analysis,Word processing,Image editing,Hardware management,A,,,,
CSC102,What is the binary equivalent of the decimal number 255?,11111111,11111110,11111101,11111100,A,,,,
CSC102,Which of the following is NOT a feature of a computer?,Speed,Accuracy,Storage,Complexity,D,,,,
CSC102,What is the octal equivalent of the hexadecimal number 5A?,132,133,134,135,A,,,,
CSC102,Which of the following is a valid VBA data type?,Integer,String,Double,All of the above,D,,,,
CSC102,What is the decimal equivalent of the binary number 110011?,51,50,49,48,A,,,,
CSC102,Which of the following is an example of a hybrid computer?,Personal computer,Process control computer,Mainframe,Server,B,,,,
CSC102,What is the hexadecimal equivalent of the octal number 45?,25,26,27,28,A,,,,
CSC102,Which of the following is NOT a function of an operating system?,Memory management,Process management,Word processing,File management,C,,,,
CSC102,What is the binary equivalent of the decimal number 64?,1000000,1000001,1000010,1000011,A,,,,
CSC102,Which of the following is a characteristic of a mainframe computer?,Small size,Single-user system,High processing speed,Low storage capacity,C,,,,
CSC102,What is the decimal equivalent of the hexadecimal number 7F?,127,126,125,124,A,,,,
CSC102,Which of the following is a valid VBA control structure?,If...Then,For...Next,Do...Loop,All of the above,D,,,,
CSC102,What is the octal equivalent of the binary number 101010?,52,53,54,55,A,,,,
CSC102,Which of the following is NOT a type of computer based on signal type?,Analog,Digital,Hybrid,Supercomputer,D,,,,
CSC102,What is the binary equivalent of the hexadecimal number 2D?,00101101,00101100,00101011,00101010,A,,,,
CSC102,Which of the following is a feature of a database management system?,Stores data in tables,Compiles code,Manages hardware,Designs algorithms,A,,,,
CSC102,What is the decimal equivalent of the octal number 77?,63,62,61,60,A,,,,
CSC102,Which of the following is an example of a high-level language?,C++,Assembly,Machine language,Binary code,A,,,,
CSC102,What is the hexadecimal equivalent of the binary number 1011?,B,A,C,D,A,,,,
CSC102,Which of the following is NOT a component of Microsoft Office?,Excel,Word,PowerPoint,Windows,B,,,,
CSC102,What is the binary equivalent of the decimal number 50?,110010,110011,110100,110101,A,,,,
CSC102,Which of the following is a feature of a spreadsheet?,Database management,Word processing,Grid of rows and columns,Photo editing,C,,,,
CSC102,What is the octal equivalent of the hexadecimal number 1A?,32,33,34,35,A,,,,
CSC102,Which of the following is a valid VBA statement for displaying a message box?,MsgBox,TextBox,InputBox,ValueBox,A,,,,
CSC102,What is the decimal equivalent of the binary number 10000?,16,15,14,13,A,,,,
CSC102,Which of the following is NOT a type of flowchart symbol?,Oval,Rectangle,Triangle,Parallelogram,C,,,,
CSC102,What is the hexadecimal equivalent of the octal number 77?,3F,40,41,42,A,,,,
CSC102,Which of the following is a characteristic of a microcomputer?,High processing speed,Multi-user facility,Small size,Large storage capacity,C,,,,
CSC102,What is the binary equivalent of the decimal number 128?,10000000,10000001,10000010,10000011,A,,,,
CSC102,Which of the following is an example of a storage device?,Monitor,Hard disk,Keyboard,Mouse,B,,,,
CSC102,What is the decimal equivalent of the hexadecimal number 1C?,28,29,30,31,A,,,,
CSC102,Which of the following is a valid VBA loop structure?,While...Wend,For...Next,Do...Loop,All of the above,D,,,,
CSC102,What is a computer primarily defined as in CSC102?,A storage device,A processing tool for data,A communication device,A display unit,B,,,,
CSC102,Which of the following is NOT a capability of a computer?,Taking input data,Processing data,Generating random numbers,Storing output,C,,,,
CSC102,What is the term for processed data that provides meaningful information?,Input,Output,Data,Information,D,,,,
CSC102,Which generation of computers used vacuum tubes?,First Generation,Second Generation,Third Generation,Fourth Generation,A,,,,
CSC102,What was a key feature of the ENIAC computer?,Magnetic cores,Integrated circuits,Vacuum tubes,Parallel processing,C,,,,
CSC102,Which computer was used for the design of the hydrogen bomb?,UNIVAC,ENIAC,EDVAC,IBM 704,B,,,,
